REQUESTQty,SHIPDays,APROVEDQty,STOCKprice,AWARDprice,INVprice,BeginINV,ENDInv
1232,3,1232,2.98,2.8089,4.0688,3460.56,5012.76
4755,1,4755,3.86,2.4191,3.484,11502.82,16566.42
7397,1,7397,3.86,2.4191,3.484,17894.08,25771.15
4755,1,4755,3.86,2.4191,3.484,11502.82,16566.42
1849,3,1849,3.888,2.8089,3.6189,5193.66,6691.35
5222,1,5222,4.07,2.2112,3.0266,11546.89,15804.91
3664,0,3664,4.07,2.41,3.4043,8830.24,12473.36
4668,4,4668,4.07,2.31,3.3868,10783.08,15809.58
1585,12,1585,2.98,2.6917,3.6627,4266.34,5805.38
3682,3,3682,3.12,2.31,3.423,8505.42,12603.49
3170,4,3170,3.888,2.8089,3.8752,8904.21,12284.38
1056,2,1056,3.888,2.8089,3.8752,2966.2,4092.21
4159,5,4159,4.07,2.31,3.3868,9607.29,14085.7
4676,3,4676,4.07,2.31,3.3868,10801.56,15836.68
3637,3,3637,4.07,2.41,3.4868,8765.17,12681.49
10831,2,10831,2.98,2.8089,3.8227,30423.2,41403.66
3698,0,3698,3.888,2.8089,3.8752,10387.31,14330.49
9372,7,9372,3.888,2.1374,2.989,20031.71,28012.91
14181,2,14181,3.888,2.1374,2.9787,30310.47,42240.94
14178,3,14178,3.888,2.1374,2.9787,30304.06,42232.01
3689,1,3689,3.12,2.38,3.493,8779.82,12885.68
3670,1,3670,3.888,2.1864,2.9964,8024.09,10996.79
4755,2,4755,3.86,2.4191,3.5238,11502.82,16755.67
525,1,525,3.888,2.3766,3.1866,1247.72,1672.97
1056,0,1056,4.07,2.6441,3.709,2792.17,3916.7
120,0,120,3.888,2.8089,3.8227,337.07,458.72
3685,3,3685,3.888,2.0916,3.1579,7707.55,11636.86
13209,0,13209,2.98,2.8089,3.8623,37102.76,51017.12
4755,0,4755,3.888,2.8089,3.7967,13356.32,18053.31
4762,1,4762,3.888,2.0961,3.0387,9981.63,14470.29
4762,1,4762,3.888,2.1116,3.0542,10055.44,14544.1
7925,2,7925,3.888,2.8089,3.8752,22260.53,30710.96
1585,2,1585,3.888,2.8089,3.8752,4452.11,6142.19
528,2,528,3.888,2.8089,3.8752,1483.1,2046.11
14157,1,14157,3.888,2.1374,2.9474,30259.17,41726.34
14100,2,14100,3.888,2.1374,2.989,30137.34,42144.9
9396,3,9396,3.888,2.1374,2.989,20083.01,28084.64
2377,0,2377,3.888,2.8089,3.6189,6676.76,8602.13
3170,0,3170,3.888,2.8089,3.6189,8904.21,11471.91
5241,1,5241,4.07,2.2112,3.288,11588.9,17232.41
4678,3,4678,4.07,2.31,3.1497,10806.18,14734.3
3625,7,3625,4.07,2.31,3.1497,8373.75,11417.66
3170,0,3170,3.86,2.4191,3.5182,7668.55,11152.69
13472,0,13472,3.888,2.8089,3.6189,37841.5,48753.82
528,3,528,3.888,2.8089,3.6189,1483.1,1910.78
1056,3,1056,4.07,2.6441,3.6065,2792.17,3808.46
528,3,528,4.07,2.6441,3.6065,1396.08,1904.23
2610,1,2610,3.888,2.2504,3.102,5873.54,8096.22
18856,2,18856,3.888,2.1374,2.9474,40302.81,55576.17
14151,1,14151,3.888,2.1374,2.9474,30246.35,41708.66
150,3,150,3.888,2.8089,3.6189,421.34,542.84
4755,0,4755,3.86,2.4191,3.4484,11502.82,16397.14
528,0,528,3.888,2.8089,3.7515,1483.1,1980.79
528,2,528,3.888,2.5089,3.5752,1324.7,1887.71
3693,2,3693,3.888,2.2504,3.193,8310.73,11791.75
4755,0,4755,3.888,2.8089,3.6802,13356.32,17499.35
4227,0,4227,4.07,2.6441,3.7432,11176.61,15822.51
10460,3,10460,4.07,2.2112,3.0509,23129.15,31912.41
2114,0,2114,3.888,2.4544,3.3257,5188.6,7030.53
9510,0,9510,3.86,2.4191,3.484,23005.64,33132.84
3686,1,3686,3.888,2.0916,3.0547,7709.64,11259.62
4755,0,4755,3.888,2.8089,3.8752,13356.32,18426.58
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
4765,1,4765,3.888,2.2955,3.2586,10938.06,15527.23
10536,1,10536,4.07,2.2112,3.2213,23297.2,33939.62
3695,5,3695,3.888,2.5266,3.3366,9335.79,12328.74
3698,0,3698,3.888,2.8089,3.6502,10387.31,13498.44
2000,1,2000,3.888,2.8089,3.7967,5617.8,7593.4
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
9509,0,9509,3.86,2.4191,3.5238,23003.22,33507.81
1057,4,1057,3.888,2.3411,3.2837,2474.54,3470.87
264,0,264,3.888,2.8089,3.8752,741.55,1023.05
3698,0,3698,3.86,2.4191,3.5238,8945.83,13031.01
1051,2,1051,4.07,2.3727,3.367,2493.71,3538.72
14175,4,14175,3.888,2.1374,2.9787,30297.65,42223.07
3675,4,3675,3.888,2.2504,3.0917,8270.22,11362
5326,1,5326,4.07,2.2112,3.0305,11776.85,16140.44
4736,1,4736,3.888,2.3955,3.3586,11345.09,15906.33
528,0,528,3.888,2.8089,3.8752,1483.1,2046.11
5301,2,5301,4.07,2.2112,3.0305,11721.57,16064.68
9510,4,9510,3.86,2.4191,3.4484,23005.64,32794.28
4755,4,4755,3.86,2.4191,3.4484,11502.82,16397.14
7397,4,7397,3.86,2.4191,3.4484,17894.08,25507.81
14166,0,14166,3.888,2.1374,2.9787,30278.41,42196.26
1057,4,1057,3.888,2.4544,3.397,2594.3,3590.63
24832,3,24832,3.888,2.4544,3.397,60947.66,84354.3
9510,0,9510,3.86,2.4191,3.4484,23005.64,32794.28
2642,0,2642,3.86,2.4191,3.4484,6391.26,9110.67
2113,0,2113,3.86,2.4191,3.4484,5111.56,7286.47
4755,0,4755,3.86,2.4191,3.4484,11502.82,16397.14
4739,3,4739,3.888,2.5266,3.3679,11973.56,15960.48
14223,3,14223,3.888,2.1374,2.9787,30400.24,42366.05
14226,2,14226,3.888,2.1374,2.9787,30406.65,42374.99
4726,1,4726,3.888,2.2955,3.2833,10848.53,15516.88
10696,3,10696,4.07,2.2112,2.9232,23651,31266.55
3703,3,3703,4.07,2.3763,3.0883,8799.44,11435.97
3174,3,3174,4.07,2.1954,2.9074,6968.2,9228.09
3643,3,3643,4.07,2.31,3.1497,8415.33,11474.36
4755,2,4755,3.86,2.4191,3.484,11502.82,16566.42
2642,0,2642,3.888,2.8089,3.8752,7421.11,10238.28
9510,2,9510,3.86,2.4191,3.484,23005.64,33132.84
3170,4,3170,3.888,2.8089,3.6502,8904.21,11571.13
4755,0,4755,3.888,2.8089,3.6802,13356.32,17499.35
3170,0,3170,3.888,2.8089,3.772,8904.21,11957.24
3697,1,3697,3.888,2.1068,3.0494,7788.84,11273.63
18932,3,18932,3.888,2.1374,3.1005,40465.26,58698.67
14202,2,14202,3.888,2.1374,3.1005,30355.35,44033.3
18932,1,18932,3.888,2.1374,3.1005,40465.26,58698.67
4755,0,4755,3.86,2.4191,3.4484,11502.82,16397.14
4754,0,4754,3.86,2.4191,3.4484,11500.4,16393.69
9510,0,9510,3.86,2.4191,3.4484,23005.64,32794.28
66850,3,66850,3.88,2.2955,3.2586,153454.18,217837.41
4229,3,4229,3.888,2.3955,3.3586,10130.57,14203.52
3698,6,3698,4.07,2.371,3.083,8767.96,11400.93
4741,3,4741,3.888,2.1864,3.1495,10365.72,14931.78
9482,3,9482,3.888,2.0961,3.0592,19875.22,29007.33
4227,6,4227,4.07,2.5517,3.2637,10786.04,13795.66
6868,2,6868,3.888,2.8089,3.6189,19291.53,24854.61
3170,0,3170,3.888,2.8089,3.8752,8904.21,12284.38
3698,0,3698,3.888,2.8089,3.8752,10387.31,14330.49
14061,8,14061,3.888,2.1374,2.989,30053.98,42028.33
3170,2,3170,3.888,2.8089,3.6189,8904.21,11471.91
3681,2,3681,3.888,2.0916,2.9329,7699.18,10796
4733,2,4733,3.888,2.0953,2.9366,9917.05,13898.93
4733,3,4733,3.888,2.0961,3.0592,9920.84,14479.19
9468,2,9468,3.888,2.0961,3.0592,19845.87,28964.51
4733,1,4733,3.888,2.0961,3.0592,9920.84,14479.19
3681,1,3681,3.888,2.1864,3.1495,8048.14,11593.31
4755,0,4755,4.07,2.6441,3.6734,12572.7,17467.02
5285,0,5285,4.07,2.2112,3.2055,11686.19,16941.07
4755,2,4755,3.86,2.4191,3.484,11502.82,16566.42
6868,2,6868,3.86,2.4191,3.484,16614.38,23928.11
4755,3,4755,4.07,2.6441,3.6065,12572.7,17148.91
4755,2,4755,3.86,2.4191,3.484,11502.82,16566.42
4756,1,4756,3.888,2.0961,3.0387,9969.05,14452.06
5284,0,5284,4.07,2.2112,3.2055,11683.98,16937.86
3699,1,3699,3.888,2.0916,3.0342,7736.83,11223.51
9511,1,9511,3.888,2.0953,3.0379,19928.4,28893.47
6604,1,6604,3.888,2.8089,3.6502,18549.98,24105.92
3661,2,3661,4.07,2.31,3.1748,8456.91,11622.94
14205,0,14205,3.888,2.1374,3.1005,30361.77,44042.6
4754,0,4754,3.86,2.4191,3.484,11500.4,16562.94
7408,3,7408,3.888,2.1771,3.1197,16127.96,23110.74
7410,2,7410,3.888,2.1771,3.1197,16132.31,23116.98
3697,1,3697,3.888,2.108,3.0506,7793.28,11278.07
4749,1,4749,3.888,2.3955,3.3586,11376.23,15949.99
3698,2,3698,4.07,2.6441,3.7488,9777.88,13863.06
3698,0,3698,3.888,2.8089,3.6802,10387.31,13609.38
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
1057,5,1057,3.888,2.3411,3.2837,2474.54,3470.87
1057,5,1057,3.888,2.4544,3.397,2594.3,3590.63
3698,0,3698,3.888,2.8089,3.6502,10387.31,13498.44
2906,1,2906,3.888,2.8089,3.772,8162.66,10961.43
3679,1,3679,4.07,2.41,3.2293,8866.39,11880.59
3693,2,3693,3.888,2.108,3.0506,7784.84,11265.87
7924,0,7924,3.888,2.8089,3.772,22257.72,29889.33
2878,0,2878,3.888,2.8089,3.6502,8084.01,10505.28
3676,2,3676,4.07,2.1852,3.0045,8032.8,11044.54
5306,0,5306,4.07,2.2112,3.0305,11732.63,16079.83
2626,1,2626,4.07,2.1852,3.0045,5738.34,7889.82
6298,3,6298,4.07,2.1954,3.0147,13826.63,18986.58
4203,2,4203,4.07,2.31,3.3043,9708.93,13887.97
3678,2,3678,4.07,2.41,3.4043,8863.98,12521.02
66696,1,66696,3.88,2.2955,3.2586,153100.67,217335.59
3434,0,3434,3.888,2.8089,3.8752,9645.76,13307.44
3730,4,3730,4.07,2.1852,2.9097,8150.8,10853.18
2113,0,2113,3.888,2.8089,3.8752,5935.21,8188.3
3668,0,3668,4.07,2.41,3.2748,8839.88,12011.97
3678,2,3678,4.07,2.38,3.3743,8753.64,12410.68
2642,0,2642,3.86,2.4191,3.5238,6391.26,9309.88
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
4755,0,4755,3.888,2.8089,3.772,13356.32,17935.86
4755,0,4755,4.07,2.6441,3.709,12572.7,17636.3
3698,3,3698,3.888,2.8089,3.6189,10387.31,13382.69
4734,1,4734,3.888,2.0961,2.9374,9922.94,13905.65
3170,0,3170,3.888,2.8089,3.772,8904.21,11957.24
3698,0,3698,3.888,2.8089,3.772,10387.31,13948.86
3170,0,3170,3.888,2.8089,3.772,8904.21,11957.24
4755,0,4755,3.86,2.4191,3.484,11502.82,16566.42
4755,0,4755,3.86,2.4191,3.484,11502.82,16566.42
4748,3,4748,3.888,2.1856,3.1282,10377.23,14852.69
5283,0,5283,4.07,2.371,3.0955,12525.99,16353.53
1321,0,1321,3.888,2.8089,3.6502,3710.56,4821.91
3170,0,3170,3.888,2.8089,3.6502,8904.21,11571.13
1056,0,1056,3.888,2.8089,3.8752,2966.2,4092.21
10596,2,10596,4.07,2.2112,3.2055,23429.88,33965.48
3698,5,3698,4.07,2.366,3.3603,8749.47,12426.39
3680,2,3680,4.07,2.1852,3.1795,8041.54,11700.56
3698,2,3698,3.888,2.8089,3.6189,10387.31,13382.69
2906,2,2906,3.888,2.8089,3.6189,8162.66,10516.52
2633,1,2633,3.888,2.2504,3.2135,5925.3,8461.15
37960,1,37960,3.888,2.2955,3.1368,87137.18,119072.93
3161,2,3161,3.888,2.1669,3.0082,6849.57,9508.92
4742,2,4742,3.888,2.3955,3.2368,11359.46,15348.91
14528,0,14528,3.888,2.8089,3.7515,40807.7,54501.79
3163,2,3163,4.07,2.1954,3.0147,6944.05,9535.5
1057,1,1057,3.888,2.4544,3.3257,2594.3,3515.26
4227,13,4227,3.888,2.4835,3.3248,10497.75,14053.93
4227,0,4227,3.888,2.4835,3.4466,10497.75,14568.78
5196,7,5196,4.07,2.31,3.3868,12002.76,17597.81
2642,7,2642,3.888,2.5089,3.3802,6628.51,8930.49
2623,1,2623,3.888,2.2504,3.0604,5902.8,8027.43
4755,0,4755,3.888,2.8089,3.6502,13356.32,17356.7
4227,0,4227,3.888,2.4835,3.3548,10497.75,14180.74
3693,1,3693,3.888,2.1771,3.2434,8040.03,11977.88
3693,1,3693,3.888,2.108,3.1743,7784.84,11722.69
3693,3,3693,3.888,2.108,3.0506,7784.84,11265.87
4755,0,4755,3.888,2.8089,3.6502,13356.32,17356.7
3963,0,3963,3.888,2.8089,3.6502,11131.67,14465.74
1585,0,1585,3.888,2.8089,3.6502,4452.11,5785.57
2113,0,2113,4.07,2.6441,3.6734,5586.98,7761.89
4755,0,4755,3.86,2.4191,3.4484,11502.82,16397.14
4755,0,4755,3.86,2.4191,3.4484,11502.82,16397.14
16378,0,16378,3.888,2.8089,3.8752,46004.16,63468.03
2113,0,2113,4.07,2.6441,3.709,5586.98,7837.12
9380,3,9380,3.888,2.1374,3.216,20048.81,30166.08
18764,1,18764,3.888,2.1374,3.216,40106.17,60345.02
1043,1,1043,3.888,2.2504,3.329,2347.17,3472.15
3698,5,3698,3.888,2.8089,3.7218,10387.31,13763.22
14103,2,14103,3.888,2.1374,3.216,30143.75,45355.25
3674,3,3674,4.07,2.31,3.1293,8486.94,11497.05
4204,1,4204,4.07,2.31,3.1293,9711.24,13155.58
5249,3,5249,4.07,2.31,3.1293,12125.19,16425.7
5283,3,5283,4.07,2.371,3.1903,12525.99,16854.35
1049,1,1049,3.888,2.2504,3.0604,2360.67,3210.36
4755,2,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,2,4755,3.86,2.4191,3.5182,11502.82,16729.04
4227,2,4227,3.888,2.4835,3.3548,10497.75,14180.74
28530,3,28530,3.888,2.4544,3.3257,70024.03,94882.22
19020,1,19020,3.888,2.4544,3.3257,46682.69,63254.81
1057,0,1057,3.888,2.3411,3.3042,2474.54,3492.54
23336,1,23336,3.888,2.1374,3.08,49878.37,71874.88
5362,1,5362,4.07,2.2112,2.9066,11856.45,15585.19
67060,1,67060,3.88,2.2955,3.2381,153936.23,217146.99
3698,1,3698,3.12,2.31,3.2553,8542.38,12038.1
3170,2,3170,3.888,2.8089,3.6802,8904.21,11666.23
1585,3,1585,4.07,2.7204,3.4449,4311.83,5460.17
66150,1,66150,3.888,2.2955,3.2084,151847.33,212235.66
5283,3,5283,4.07,2.371,3.0955,12525.99,16353.53
10702,3,10702,4.07,2.2112,2.9066,23664.26,31106.43
2642,0,2642,3.888,2.8089,3.6502,7421.11,9643.83
1585,0,1585,4.07,2.6441,3.6734,4190.9,5822.34
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
9510,0,9510,3.86,2.4191,3.5238,23005.64,33511.34
3191,1,3191,4.51,2.3453,3.2166,7483.85,10264.17
3728,1,3728,4.07,2.3763,3.1008,8858.85,11559.78
3699,1,3699,3.888,2.1771,3.1197,8053.09,11539.77
2642,0,2642,3.888,2.8089,3.6189,7421.11,9561.13
10466,4,10466,4.07,2.2112,3.288,23142.42,34412.21
2642,0,2642,3.86,2.4191,3.484,6391.26,9204.73
9510,0,9510,3.86,2.4191,3.484,23005.64,33132.84
2642,0,2642,3.86,2.4191,3.484,6391.26,9204.73
3638,1,3638,4.07,2.31,3.368,8403.78,12252.78
1321,0,1321,2.98,2.8089,3.8227,3710.56,5049.79
3170,0,3170,2.98,2.8089,3.8227,8904.21,12117.96
10466,2,10466,4.07,2.2112,3.2382,23142.42,33891
2642,0,2642,2.98,2.8089,3.8623,7421.11,10204.2
5250,1,5250,4.07,2.2112,3.2382,11608.8,17000.55
10476,2,10476,4.07,2.2112,3.0266,23164.53,31706.66
7324,1,7324,4.07,2.41,3.4201,17650.84,25048.81
10830,2,10830,2.98,2.8089,3.8623,30420.39,41828.71
10498,3,10498,4.07,2.2112,3.1436,23213.18,33001.51
5277,1,5277,4.07,2.31,3.022,12189.87,15947.09
3694,1,3694,4.07,2.31,3.022,8533.14,11163.27
3170,7,3170,3.88,2.8566,3.9229,9055.42,12435.59
3693,1,3693,3.888,2.1864,3.2527,8074.38,12012.22
1585,14,1585,4.07,2.6441,3.6734,4190.9,5822.34
3675,3,3675,4.07,2.31,3.3043,8489.25,12143.3
4734,1,4734,3.888,2.0953,2.9366,9919.15,13901.86
3682,1,3682,3.888,2.108,2.9493,7761.66,10859.32
18932,2,18932,3.888,2.1374,2.9787,40465.26,56392.75
10578,3,10578,4.07,2.2112,3.2055,23390.07,33907.78
3675,3,3675,4.07,2.3808,3.3751,8749.44,12403.49
14202,1,14202,3.888,2.1374,2.9787,30355.35,42303.5
3682,1,3682,3.888,2.2504,3.0917,8285.97,11383.64
18964,3,18964,3.888,2.1374,3.1005,40533.65,58797.88
28440,2,28440,3.888,2.1374,3.1005,60787.66,88178.22
4227,5,4227,4.07,2.371,3.3653,10022.22,14225.12
528,4,528,4.07,2.371,3.3653,1251.89,1776.88
1049,1,1049,4.07,2.3727,3.367,2488.96,3531.98
525,2,525,4.07,2.3727,3.367,1245.67,1767.68
4775,3,4775,3.88,2.5266,3.4897,12064.52,16663.32
4226,0,4226,3.888,2.8089,3.6502,11870.41,15425.75
9510,0,9510,3.86,2.4191,3.5238,23005.64,33511.34
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
7397,0,7397,3.86,2.4191,3.5238,17894.08,26065.55
1060,2,1060,4.07,2.3727,3.0847,2515.06,3269.78
4761,3,4761,4.07,2.31,3.022,10997.91,14387.74
3703,3,3703,4.07,2.31,3.022,8553.93,11190.47
3698,0,3698,3.86,2.4191,3.5238,8945.83,13031.01
2115,2,2115,4.07,2.1852,2.8972,4621.7,6127.58
38280,3,38280,3.88,2.2955,3.3618,87871.74,128689.7
3706,1,3706,4.07,2.3763,3.0717,8806.57,11383.72
66836,1,66836,3.88,2.2955,3.2381,153422.04,216421.65
9542,1,9542,3.888,2.3955,3.3381,22857.86,31852.15
4738,3,4738,3.888,2.0961,3.1624,9931.32,14983.45
2114,0,2114,3.888,2.3411,3.3042,4949.09,6985.08
1057,2,1057,3.888,2.4544,3.397,2594.3,3590.63
4755,2,4755,4.07,2.5517,3.2471,12133.33,15439.96
15322,3,15322,3.888,2.4544,3.397,37606.32,52048.83
1057,2,1057,3.888,2.4544,3.397,2594.3,3590.63
3698,3,3698,4.07,2.366,3.0614,8749.47,11321.06
5283,1,5283,4.07,2.371,3.0664,12525.99,16199.79
6371,3,6371,4.07,2.1954,2.8908,13986.89,18417.29
3685,2,3685,4.07,2.1852,3.0045,8052.46,11071.58
4213,2,4213,4.07,2.1954,3.0147,9249.22,12700.93
1053,2,1053,4.07,2.3727,3.192,2498.45,3361.18
9486,2,9486,3.888,2.0953,3.0584,19876.02,29011.98
18962,3,18962,3.888,2.1374,3.1005,40529.38,58791.68
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
1585,0,1585,3.86,2.4191,3.5207,3834.27,5580.31
9510,0,9510,3.86,2.4191,3.5207,23005.64,33481.86
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
9510,7,9510,3.888,2.4544,3.5207,23341.34,33481.86
1057,6,1057,3.888,2.4544,3.5207,2594.3,3721.38
28530,5,28530,3.888,2.4544,3.5207,70024.03,100445.57
2113,6,2113,3.888,2.3411,3.4074,4946.74,7199.84
2642,0,2642,4.07,2.6441,3.7432,6985.71,9889.53
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
9476,3,9476,3.888,2.0953,3.1616,19855.06,29959.32
9490,2,9490,3.888,2.0953,3.1616,19884.4,30003.58
3685,3,3685,3.888,2.1771,3.2434,8022.61,11951.93
7380,2,7380,3.888,2.1771,3.2434,16067,23936.29
3685,3,3685,3.888,2.108,3.1743,7767.98,11697.3
3685,3,3685,3.888,2.1068,3.1731,7763.56,11692.87
3685,3,3685,3.888,2.1771,3.2434,8022.61,11951.93
4755,2,4755,3.86,2.4191,3.5238,11502.82,16755.67
9496,2,9496,3.888,2.0953,3.1616,19896.97,30022.55
4755,2,4755,3.86,2.4191,3.5238,11502.82,16755.67
4746,3,4746,3.888,2.0953,3.1616,9944.29,15004.95
3691,3,3691,3.888,2.108,3.1743,7780.63,11716.34
528,0,528,3.888,2.5089,3.4515,1324.7,1822.39
1585,0,1585,3.888,2.5089,3.4515,3976.61,5470.63
3698,6,3698,4.07,2.366,3.078,8749.47,11382.44
5283,4,5283,4.07,2.371,3.0955,12525.99,16353.53
3698,4,3698,4.07,2.5517,3.2762,9436.19,12115.39
2642,0,2642,3.86,2.4191,3.5182,6391.26,9295.08
9496,1,9496,3.888,2.0961,3.1624,19904.57,30030.15
3693,1,3693,3.888,2.0916,3.1579,7724.28,11662.12
3686,3,3686,4.07,2.31,3.022,8514.66,11139.09
6868,0,6868,3.888,2.8089,3.772,19291.53,25906.1
3672,3,3672,4.07,2.31,3.3043,8482.32,12133.39
2113,0,2113,3.86,2.4191,3.5238,5111.56,7445.79
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
5368,0,5368,4.07,2.2112,2.9066,11869.72,15602.63
16114,1,16114,3.888,2.8089,3.8752,45262.61,62444.97
3170,7,3170,3.888,2.8089,3.8752,8904.21,12284.38
3690,2,3690,4.07,2.38,3.1993,8782.2,11805.42
10676,3,10676,4.07,2.2112,3.0305,23606.77,32353.62
1056,2,1056,4.07,2.6441,3.7457,2792.17,3955.46
4755,2,4755,4.07,2.6441,3.7457,12572.7,17810.8
4755,2,4755,3.86,2.4191,3.5207,11502.82,16740.93
9509,2,9509,3.86,2.4191,3.5207,23003.22,33478.34
9510,2,9510,3.86,2.4191,3.5207,23005.64,33481.86
7397,2,7397,3.86,2.4191,3.5207,17894.08,26042.62
2642,0,2642,3.888,2.5089,3.4515,6628.51,9118.86
9509,0,9509,3.888,2.8089,3.7515,26709.83,35673.01
4755,0,4755,3.888,2.8089,3.7515,13356.32,17838.38
3698,0,3698,3.888,2.8089,3.7515,10387.31,13873.05
1056,0,1056,3.888,2.8089,3.7515,2966.2,3961.58
3698,0,3698,3.888,2.8089,3.7515,10387.31,13873.05
264,0,264,4.07,2.6441,3.7457,698.04,988.86
2113,0,2113,4.07,2.6441,3.7457,5586.98,7914.66
66990,1,66990,3.88,2.2955,3.3618,153775.55,225206.98
1390,0,1390,3.888,2.8089,3.6802,3904.37,5115.48
3715,1,3715,4.07,2.41,3.1054,8953.15,11536.56
27960,1,27960,3.888,2.1374,3.2037,59761.7,89575.45
1055,1,1055,3.888,2.2504,3.3167,2374.17,3499.12
6331,1,6331,3.888,2.2504,3.3167,14247.28,20998.03
5340,1,5340,4.07,2.2112,2.9232,11807.81,15609.89
3704,3,3704,3.888,2.108,3.0506,7808.03,11299.42
3704,3,3704,3.888,2.1068,3.0494,7803.59,11294.98
3699,3,3699,4.07,2.31,3.0054,8544.69,11116.97
32858,3,32858,3.888,2.1374,3.08,70230.69,101202.64
4235,1,4235,4.07,2.31,3.0054,9782.85,12727.87
1585,0,1585,3.888,2.5089,3.4515,3976.61,5470.63
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
3685,0,3685,3.888,2.108,3.1743,7767.98,11697.3
2670,1,2670,4.07,2.1852,2.9097,5834.48,7768.9
9007,5,9007,3.888,2.3955,3.4618,21576.27,31180.43
9496,1,9496,3.888,2.0953,3.1616,19896.97,30022.55
4755,0,4755,3.86,2.4191,3.484,11502.82,16566.42
3708,1,3708,4.07,2.1852,2.8806,8102.72,10681.26
3690,3,3690,4.07,2.31,3.022,8523.9,11151.18
3692,2,3692,4.07,2.38,3.092,8786.96,11415.66
7398,3,7398,3.888,2.1771,3.1197,16106.19,23079.54
9510,2,9510,3.86,2.4191,3.5207,23005.64,33481.86
7404,2,7404,3.888,2.1771,3.1197,16119.25,23098.26
3699,3,3699,3.888,2.108,3.0506,7797.49,11284.17
3699,3,3699,3.888,2.1068,3.0494,7793.05,11279.73
32842,3,32842,3.888,2.1374,3.08,70196.49,101153.36
23318,2,23318,3.888,2.1374,3.08,49839.89,71819.44
4755,2,4755,3.86,2.4191,3.5207,11502.82,16740.93
4227,2,4227,4.07,2.5517,3.2471,10786.04,13725.49
3170,0,3170,3.888,2.8089,3.8752,8904.21,12284.38
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
4226,0,4226,3.888,2.8089,3.8752,11870.41,16376.6
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
3715,1,3715,4.07,2.1954,2.8908,8155.91,10739.32
3195,1,3195,3.888,2.3266,3.2692,7433.49,10445.09
4244,1,4244,3.888,2.3955,3.3381,10166.5,14166.9
4233,1,4233,3.888,2.1644,3.107,9161.91,13151.93
1585,0,1585,3.86,2.4191,3.5238,3834.27,5585.22
9510,0,9510,3.86,2.4191,3.5238,23005.64,33511.34
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
5336,0,5336,4.07,2.2112,2.9232,11798.96,15598.2
4233,0,4233,3.888,2.1644,3.107,9161.91,13151.93
3704,0,3704,3.888,2.1864,3.129,8098.43,11589.82
2642,0,2642,3.86,2.4191,3.5238,6391.26,9309.88
13789,0,13789,3.888,2.3955,3.3381,33031.55,46029.06
4762,1,4762,3.888,2.0961,3.0387,9981.63,14470.29
3704,1,3704,3.888,2.0916,3.0342,7747.29,11238.68
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
3174,1,3174,3.888,2.1856,3.1282,6937.09,9928.91
4762,1,4762,3.888,2.1856,3.1282,10407.83,14896.49
14286,1,14286,3.888,2.0953,3.0379,29933.46,43399.44
7408,1,7408,3.888,2.1771,3.1197,16127.96,23110.74
3704,1,3704,3.888,2.108,3.0506,7808.03,11299.42
3704,1,3704,3.888,2.1068,3.0494,7803.59,11294.98
5345,3,5345,4.07,2.2112,2.9066,11818.86,15535.78
3704,1,3704,3.888,2.1771,3.1197,8063.98,11555.37
1062,2,1062,4.07,2.3727,3.0681,2519.81,3258.32
3185,2,3185,4.07,2.3656,3.061,7534.44,9749.29
3715,2,3715,4.07,2.38,3.0754,8841.7,11425.11
4770,3,4770,4.07,2.31,3.0054,11018.7,14335.76
3710,3,3710,4.07,2.31,3.0054,8570.1,11150.03
66906,3,66906,3.88,2.2955,3.2381,153582.72,216648.32
8998,3,8998,3.888,2.3955,3.3381,21554.71,30036.22
4756,3,4756,3.888,2.0961,3.0387,9969.05,14452.06
3699,3,3699,3.888,2.0916,3.0342,7736.83,11223.51
4756,3,4756,3.888,2.1856,3.1282,10394.71,14877.72
3180,3,3180,4.07,2.1954,2.8908,6981.37,9192.74
3179,2,3179,4.07,2.1954,2.8908,6979.18,9189.85
2121,2,2121,4.07,2.1852,2.8806,4634.81,6109.75
531,0,531,4.07,2.3727,3.0681,1259.9,1629.16
5309,0,5309,4.07,2.31,3.0054,12263.79,15955.67
3716,0,3716,4.07,2.31,3.0054,8583.96,11168.07
10740,3,10740,4.07,2.2112,2.9066,23748.29,31216.88
5375,2,5375,4.07,2.2112,2.9066,11885.2,15622.98
3719,3,3719,4.07,2.1852,2.8806,8126.76,10712.95
